strain	Molecule ChEMBL ID	NAME	Molecule Max Phase	Molecular Weight	#RO5 Violations	AlogP	Compound Key	Smiles	Standard Type	Standard Relation	Standard Value	Standard Units	pIC50	pChEMBL Value	Data Validity Comment	Comment	Uo Units	Ligand Efficiency BEI	Ligand Efficiency LE	Ligand Efficiency LLE	Ligand Efficiency SEI	Potential Duplicate	Assay ChEMBL ID	Assay Description	Assay Type	BAO Format ID	BAO Label	Assay Organism	Assay Tissue ChEMBL ID	Assay Tissue Name	Assay Cell Type	Assay Subcellular Fraction	Assay Parameters	Assay Variant Accession	Assay Variant Mutation	Target ChEMBL ID	Target Name	Target Organism	Target Type	Document ChEMBL ID	Source ID	Source Description	Document Journal	Document Year	Cell ChEMBL ID	Properties
Staphylococcus aureus	CHEMBL18001	EA 68	0	346,33	1	-2,75	0133114:01	Nc1ncnc2c1ncn2C1OC(COS(N)(=O)=O)C(O)C1O	MIC	'='	5000,0	nM	5,3			"Median N= 2; Range 10 - 5  Um"	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4296182	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL33	LEVOFLOXACIN	4	361,37	0	1,54	MMV687798	C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23	MIC	'='	2500,0	nM	5,6			Median N= 2	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513161	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL158918	D4532	0	563,99	2	1,03	0082151:01	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3OC1CC(N)C(O)C(C)O1.Cl	MIC	'='	5000,0	nM	5,3			"Median N= 2; Range 10 - 5  Um"	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4296183	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL1089781	BDBM50315411	0	340,02	None	None	MMV1580841	O=S(=O)(NCB(O)O)c1cc2c(Cl)ccc(Cl)c2s1	MIC	'='	10000,0	nM	5,0			"Median N= 2; Range 20 - 10  Um"	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513161	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL4591841	CHEMBL4591841	0	754,96	2	8,89	25	CC(=O)O[C@H]1C[C@@]2(C)C(C[C@@H](O)C3[C@@]4(C)CC[C@@H](OC(=O)c5ccccc5C(=O)O)[C@@H](C)C4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)OCc1ccccc1	MIC	'='	42,0	nM	7,4		Non standard unit for type	Median N= 2	UO_0000274					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513152	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL4571124	CHEMBL4571124	0	843,8	1	4,03	AIK-29/29	COc1cccc(C(=N)Nc2cc(C(=O)Nc3nc(C(=O)NCCN4CCOCC4)c(CCc4ccccc4)s3)n(C)c2)c1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F	MIC	'='	38,0	nM	7,4		Non standard unit for type	Median N= 2	UO_0000274					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513139	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL4524976	CHEMBL4524976	0	474,92	0	2,36	MMV688327	CC(=O)NCC1CN(c2ccc(-c3ccc(CNCc4cn[nH]n4)cc3)c(F)c2)C(=O)O1.Cl	MIC	'='	10000,0	nM	5,0			Median N= 2	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513149	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL4537408	BCP19568	0	448,53	0	1,09	MMV1578568	O=c1ccc2ncc(=O)n3c2n1CC3CN1CCC(NCc2cc3c(cn2)OCCC3)CC1	MIC	'='	625,0	nM	6,2			Median N= 2	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513161	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL4560968	CHEMBL4560968	0	834,43	None	None	CF-0253		MIC	'='	5,0	nM	8,3		Non standard unit for type	Median N= 2	UO_0000274					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513150	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL4529581	CHEMBL4529581	0	681,67	1	4,1	AIK-30/28	COc1cccc(/C=C/c2ccc(C(=O)Nc3cc(C(=O)Nc4cc(C(=O)NCCC(=N)N)n(C)c4)n(C)c3)cc2)c1.O=C(O)C(F)(F)F	MIC	'='	11,0	nM	8,0		Non standard unit for type	Median N= 2	UO_0000274					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513139	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL301982	CELASTROL	0	450,62	1	6,7	0070931:01	CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]3(C)CC[C@@]4(C)CC[C@@](C)(C(=O)O)C[C@H]4[C@]3(C)CC[C@@]21C	MIC	'='	2500,0	nM	5,6			Median N= 2	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4296182	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL3637783	MMV688844	0	424,93	0	4,19	MMV688844	COc1ccc2nccc(NC(=O)C3CCN(CCc4ccc(Cl)cc4)CC3)c2n1	MIC	'='	1250,0	nM	5,9			Median N= 2	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513149	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL33	LEVOFLOXACIN	4	361,37	0	1,54	MMV687798	C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23	MIC	'='	625,0	nM	6,2			"Median N= 2; Range 1.25 - 0.625  Um"	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513149	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL1385206	Qari	0	399,88	0	1,7	SAM001246726	CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1.Cl	MIC	'='	2500,0	nM	5,6			Median N= 2	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513141	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL1986330	T 2636C	0	459,54	0	1,72	0145118:01	CC(=O)C(=O)NC1/C=C(C)\C=C/C(O)C/C=C(C)\C=C/C(O)CC2OC(=O)C1(C)C(=O)C2C	MIC	'='	10000,0	nM	5,0			Median N= 2	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4296183	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL2002870	NSC309401	0	340,82	0	2,38	0309401:01	Cl.Nc1ccc(Cn2ccc3c4c(N)nc(N)nc4ccc32)cc1	MIC	'='	1250,0	nM	5,9			"Median N= 2; Range 2.5 - 1.25  Um"	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4296182	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL4577483	CHEMBL4577483	0	922,88	1	3,68	FS-6/39	Cn1cc(NC(=O)c2ccc(/C=C/c3ccncc3)cc2)cc1C(=O)Nc1cc(C(=O)NCCN2CCOCC2)n(CCCN2CCOCC2)c1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F	MIC	'='	4,0	nM	8,4		Non standard unit for type	"Median N= 2; Range 8 - 4  Ug.Ml-1"	UO_0000274					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513139	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL1608727	B2368	0	279,26	0	0,12	0207895:01	CN1CCN(c2ccc([N+](=O)[O-])c3no[n+]([O-])c23)CC1	MIC	'='	2500,0	nM	5,6			Median N= 2	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4296182	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL496	HEXACHLOROPHENE	4	406,91	1	6,61	SAM002554903	Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl	MIC	'='	5000,0	nM	5,3			"Median N= 2; Range 10 - 5  Um"	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513141	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL4296958	CHEMBL4296958	0	None	None	None	0003053:01		MIC	'='	156,3	nM	6,8			"Median N= 2; Range 0.3125 - 0.1563  Um"	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4296183	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL7135	R 7516	0	257,24	0	3,03	0373981:01	O=[N+]([O-])c1oc2ccc3ccccc3c2c1CCO	MIC	'='	2500,0	nM	5,6			"Median N= 2; Range 5 - 2.5  Um"	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4296182	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL4593349	CHEMBL4593349	0	692,31	None	None	CF-0201		MIC	'='	1,0	nM	9,0		Non standard unit for type	"Median N= 2; Range 2 - 1  Ug.Ml-1"	UO_0000274					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513150	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL105	MITOMYCIN	4	334,33	0	-1,65	0026980:01	CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12	MIC	'='	156,3	nM	6,8			Median N= 2	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4296182	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL4543295	CHEMBL4543295	0	786,39	None	None	CF-0251		MIC	'='	5,0	nM	8,3		Non standard unit for type	Median N= 2	UO_0000274					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513150	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL4549546	TM 5	0	496,9	1	-1,24	SAM002554919	CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12.Cl	MIC	'='	1250,0	nM	5,9			Median N= 2	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513141	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL436302	CHEMBL436302	0	393,49	0	3,95	MC248F3	CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1OC)CCCC3	MIC	'='	81,0	nM	7,1		Non standard unit for type	Median N= 2	UO_0000274					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513135	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL719	MUPIROCIN	4	500,63	1	2,59	SAM002589979	C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O	MIC	'='	312,5	nM	6,5			"Median N= 2; Range 0.625 - 0.3125  Um"	UO_0000065					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513141	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL4539440	CHEMBL4539440	0	745,76	1	4,65	AIK-20/8/3(6)	Cn1cc(NC(=O)c2cc(NC(=O)c3ccc(/C=C/c4ccc5ccccc5n4)cc3)cn2C)cc1C(=O)NCCN1CCOCC1.O=C(O)C(F)(F)F	MIC	'='	5,0	nM	8,3		Non standard unit for type	Median N= 2	UO_0000274					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513139	40	CO-ADD antimicrobial screening data			None	
Staphylococcus aureus	CHEMBL4573386	CHEMBL4573386	0	603,62	None	None	CF-0279		MIC	'='	26,0	nM	7,6		Non standard unit for type	Median N= 2	UO_0000274					FALSE	CHEMBL4296184	"Antibacterial activity against Staphylococcus aureus MRSA ATCC 43300 (CO-ADD:GP_020); MIC in CAMBH media, using NBS plates, by OD(600)"	F	BAO_0000218	organism-based format	Staphylococcus aureus subsp. aureus	None	None	None	None	"ASSAY_TEST: Inhibition of Bacterial Growth | DETECTION_METHOD: Absorption (OD600) | MEDIA: CAMHB | PLATE_TYPE: 384well; NBS; CORNING #3640  | TIME = 18.0 hr"			CHEMBL2366800	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	ORGANISM	CHEMBL4513150	40	CO-ADD antimicrobial screening data			None	
